,scenario_id,scenario_name,timespan,ego_v_init,ego_v_mid,ego_v_end,ego_acc_init,ego_acc_mid,ego_acc_min,ego_breaktime_max,ego_breaktime_until_mid,l_rel_pos_init,p_rel_pos_init,ll_rel_pos_init,pl_rel_pos_init,lr_rel_pos_init,pr_rel_pos_init,l_rel_pos_mid,p_rel_pos_mid,ll_rel_pos_mid,pl_rel_pos_mid,lr_rel_pos_mid,pr_rel_pos_mid,l_rel_pos_end,p_rel_pos_end,ll_rel_pos_end,pl_rel_pos_end,lr_rel_pos_end,pr_rel_pos_end,surr_veh_count_init,surr_veh_count_mid,surr_veh_count_end
3312,3312,MPP_DEU_LocationA-44_T1665F19275_T-1,3.2,34.69,34.6201,34.4105,0.0,0.0,-0.25,0.08,0.0,-1.0,41.2299,-1.0,-1.0,-1.0,6.9875,40.9193,42.7817,-1.0,-1.0,19.6066,9.7673,96.9267,41.9509,-1.0,-1.0,6.2544,23.4022,2,2,2
3313,3313,MPP_DEU_LocationA-44_T1666F19284_T-1,3.2,28.9956,29.5976,30.4753,0.255,0.5,0.01,0.0,0.0,17.3344,-1.0,6.2709,-1.0,-1.0,-1.0,12.7442,-1.0,11.1298,-1.0,-1.0,-1.0,16.1536,-1.0,-1.0,-1.0,7.4859,-1.0,2,2,2
3314,3314,MPP_DEU_LocationA-44_T1671F19421_T-1,3.2,25.4753,25.7613,25.500999999999998,0.515,-0.0125,-0.27,1.44,0.0,-1.0,17.8532,6.0972,62.6732,-1.0,-1.0,-1.0,13.662,15.9812,50.3346,-1.0,-1.0,26.4321,39.3067,52.6489,-1.0,-1.0,10.2063,3,3,3
3315,3315,MPP_DEU_LocationA-44_T1674F19518_T-1,3.2,31.7639,31.2572,30.9826,-0.495,-0.255,-0.5,1.96,1.6,-1.0,30.815,28.8668,65.4503,-1.0,10.1847,35.1583,64.2953,-1.0,-1.0,-1.0,32.0001,-1.0,62.3084,-1.0,-1.0,-1.0,50.81399999999999,4,4,4
3316,3316,MPP_DEU_LocationA-44_T1679F19468_T-1,3.2,32.7614,32.2439,32.3207,-0.495,0.0075,-0.495,1.32,0.04,-1.0,43.5118,86.9566,70.3989,-1.0,18.2876,92.6954,64.2515,-1.0,-1.0,-1.0,37.4495,-1.0,59.2226,-1.0,-1.0,-1.0,26.5521,4,4,4
3317,3317,MPP_DEU_LocationA-44_T168F1957_T-1,3.2,34.5902,34.0715,33.48,-0.505,-0.5025,-0.51,3.2,1.6,-1.0,28.9507,-1.0,32.2064,70.6615,75.8184,-1.0,34.5719,-1.0,31.8595,53.6411,91.6768,-1.0,39.9906,-1.0,30.0511,-1.0,37.0037,4,4,4
3318,3318,MPP_DEU_LocationA-44_T1703F19851_T-1,3.2,32.303000000000004,31.8207,31.3209,-0.2525,-0.5,-0.505,3.2,1.6,61.5256,38.39,-1.0,18.7266,-1.0,18.3386,58.8709,44.8553,-1.0,13.8282,-1.0,32.8372,-1.0,50.7309,-1.0,8.9986,-1.0,47.0832,4,4,4
3319,3319,MPP_DEU_LocationA-44_T1706F19873_T-1,3.2,25.4753,25.1406,24.8361,-0.245,0.0,-0.2575,0.52,0.12,-1.0,35.0534,19.1229,22.4507,-1.0,-1.0,-1.0,30.8874,23.2107,20.6402,-1.0,-1.0,27.622,20.4019,-1.0,6.4849,-1.0,26.846,3,3,3
3320,3320,MPP_DEU_LocationA-44_T1720F19919_T-1,3.2,31.6091,33.1536,35.1338,0.77,1.24,0.76,0.0,0.0,19.0538,-1.0,16.5955,-1.0,-1.0,39.4733,15.4908,55.4686,25.4869,-1.0,-1.0,52.8564,32.8273,-1.0,-1.0,-1.0,9.9562,60.8206,3,3,3
3321,3321,MPP_DEU_LocationA-44_T1773F20853_T-1,3.2,30.1301,30.5501,30.96,0.25,0.25,0.0,0.0,0.0,87.4919,57.1657,4.4817,27.2986,-1.0,-1.0,-1.0,64.626,10.3708,21.5612,-1.0,-1.0,-1.0,72.1647,17.7472,15.677,-1.0,-1.0,4,4,4
3322,3322,MPP_DEU_LocationA-44_T1775F20718_T-1,3.2,25.4139,25.7984,26.1062,0.0175,0.25,-0.0225,0.04,0.0,-1.0,32.6621,30.9643,-1.0,-1.0,-1.0,45.7466,-1.0,24.2051,-1.0,-1.0,29.6252,-1.0,59.0156,42.4393,-1.0,-1.0,25.5889,2,2,2
3323,3323,MPP_DEU_LocationA-44_T1778F20697_T-1,3.2,35.5901,34.9805,34.2967,-0.25,-0.4975,-0.5,3.2,1.6,-1.0,71.0013,23.2878,32.0385,-1.0,12.4485,69.3919,-1.0,-1.0,25.6439,-1.0,7.9098,-1.0,52.2124,-1.0,20.0764,-1.0,24.7982,4,4,4
3324,3324,MPP_DEU_LocationA-44_T1787F20955_T-1,3.2,36.2937,36.2824,36.3358,0.005,0.0,-0.25,0.2,0.0,-1.0,65.0772,-1.0,-1.0,-1.0,51.8454,-1.0,-1.0,-1.0,-1.0,-1.0,49.2165,-1.0,-1.0,-1.0,-1.0,-1.0,97.5768,2,2,2
3325,3325,MPP_DEU_LocationA-44_T1801F21101_T-1,3.2,37.71,38.53,39.46,0.5,0.5,0.25,0.0,0.0,-1.0,38.2014,-1.0,27.4866,22.1861,-1.0,-1.0,46.6701,-1.0,26.862,12.8297,-1.0,-1.0,55.35,-1.0,25.8909,4.4003,89.396,3,3,3
3326,3326,MPP_DEU_LocationA-44_T1805F21202_T-1,3.2,32.7566,33.1322,33.6509,0.25,0.25,-0.005,0.04,0.0,90.2824,-1.0,35.5638,52.8405,-1.0,-1.0,-1.0,-1.0,39.2211,51.8757,-1.0,-1.0,-1.0,-1.0,-1.0,50.2605,-1.0,-1.0,3,3,3
3327,3327,MPP_DEU_LocationA-44_T1820F21381_T-1,3.2,33.655,32.6357,31.4813,-0.5,-0.505,-0.755,3.2,1.6,-1.0,31.3109,-1.0,-1.0,34.5796,18.6379,-1.0,29.559,-1.0,-1.0,32.4212,21.6734,32.0176,24.9584,-1.0,25.2018,79.5118,-1.0,3,3,3
3328,3328,MPP_DEU_LocationA-44_T1842F21598_T-1,3.2,28.4536,29.8462,30.8423,0.7575,1.0125,0.4725,0.0,0.0,24.8812,-1.0,5.7916,-1.0,35.1382,-1.0,17.5129,-1.0,12.6048,38.8834,26.796,48.8578,17.5733,36.46,-1.0,-1.0,9.0946,-1.0,3,3,3
3329,3329,MPP_DEU_LocationA-44_T1855F21775_T-1,3.2,32.9636,33.1254,33.2644,0.0175,0.0,-0.03,0.08,0.04,49.5801,17.7922,59.9738,-1.0,-1.0,5.2275,64.4283,-1.0,-1.0,-1.0,-1.0,12.9755,67.6022,-1.0,-1.0,-1.0,-1.0,8.6601,4,4,4
3330,3330,MPP_DEU_LocationA-44_T186F2132_T-1,3.2,31.0339,31.6112,32.5832,0.2575,0.4925,0.25,0.0,0.0,83.0226,-1.0,-1.0,71.4662,-1.0,-1.0,71.253,-1.0,-1.0,71.5088,-1.0,-1.0,-1.0,71.6049,-1.0,11.5579,59.1806,-1.0,2,2,2
3331,3331,MPP_DEU_LocationA-44_T1890F22314_T-1,3.2,25.89,26.2226,26.5308,0.2425,-0.0025,-0.0075,0.04,0.0,-1.0,42.9409,68.3313,27.9573,-1.0,-1.0,-1.0,46.1925,76.378,27.4831,-1.0,-1.0,-1.0,49.8985,-1.0,26.0052,-1.0,-1.0,3,3,3
3332,3332,MPP_DEU_LocationA-44_T1892F22170_T-1,3.2,37.8049,36.4821,35.1691,-0.7375,-1.0,-1.015,3.2,1.6,-1.0,40.1146,-1.0,-1.0,41.1175,16.0618,-1.0,41.1443,-1.0,-1.0,36.1133,21.6739,-1.0,26.4318,-1.0,43.2406,79.0514,58.2297,3,3,3
3333,3333,MPP_DEU_LocationA-44_T1897F22320_T-1,3.2,32.3843,32.0781,31.9275,-0.25,-0.25,-0.255,0.28,0.04,-1.0,30.6015,-1.0,5.441,-1.0,21.323,-1.0,29.1793,-1.0,9.2925,-1.0,33.7717,-1.0,46.5087,-1.0,-1.0,-1.0,-1.0,3,3,3
3334,3334,MPP_DEU_LocationA-44_T1904F22376_T-1,3.2,28.9762,29.7246,30.236,0.505,0.4975,0.235,0.0,0.0,32.7126,36.3707,16.9621,-1.0,7.0692,59.6908,28.4222,36.5646,21.713,-1.0,36.9623,6.5391,26.6739,-1.0,-1.0,-1.0,23.4944,36.0393,5,5,5
3335,3335,MPP_DEU_LocationA-44_T190F2236_T-1,3.2,35.9301,35.6605,34.9601,-0.0125,-0.2525,-0.75,3.2,1.6,-1.0,28.3311,-1.0,36.393,44.5202,40.4027,-1.0,43.8719,-1.0,34.355,24.1407,60.8082,-1.0,59.5589,-1.0,31.6519,5.4568,81.0528,4,4,4
3336,3336,MPP_DEU_LocationA-44_T1938F22720_T-1,3.2,32.2152,31.6222,31.0266,-0.245,-0.2475,-0.5075,3.2,1.6,-1.0,13.2032,-1.0,-1.0,-1.0,14.2493,-1.0,12.7743,-1.0,-1.0,-1.0,25.9859,-1.0,37.5494,-1.0,11.6144,-1.0,16.3674,2,2,2
3337,3337,MPP_DEU_LocationA-44_T1950F22899_T-1,3.2,35.1628,35.8123,36.6601,0.495,0.245,0.24,0.0,0.0,97.1892,-1.0,23.9961,44.8837,96.1386,42.6224,-1.0,-1.0,23.7866,42.1578,82.259,58.5334,-1.0,-1.0,23.5443,40.0852,-1.0,75.3926,5,5,5
3338,3338,MPP_DEU_LocationA-44_T1977F23059_T-1,3.2,33.515,34.2335,34.5722,0.25,0.5,0.0,0.0,0.0,78.7215,23.8211,-1.0,-1.0,59.3201,88.889,57.4671,-1.0,84.5978,20.5238,36.7727,36.1379,55.826,-1.0,90.855,16.0042,21.8235,51.9051,4,4,4
3339,3339,MPP_DEU_LocationA-44_T1990F23254_T-1,3.2,35.3425,33.7402,32.27,-1.0025,-1.0,-1.2525,3.2,1.6,-1.0,102.3702,-1.0,42.4879,-1.0,-1.0,-1.0,-1.0,36.2249,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,30.7397,-1.0,-1.0,2,2,2
3340,3340,MPP_DEU_LocationA-44_T1997F23312_T-1,3.2,29.5301,28.95,28.35,-0.5,-0.25,-0.5,3.2,1.6,-1.0,84.2509,-1.0,77.7147,-1.0,9.6313,-1.0,78.9103,-1.0,68.2874,-1.0,4.1969,-1.0,73.5812,-1.0,58.9521,-1.0,8.9903,3,3,3
3341,3341,MPP_DEU_LocationA-44_T2013F23442_T-1,3.2,35.4658,34.9776,34.3424,-0.25,-0.505,-0.5075,3.2,1.6,-1.0,-1.0,-1.0,-1.0,34.1422,-1.0,-1.0,-1.0,-1.0,-1.0,34.5643,-1.0,34.4163,-1.0,-1.0,-1.0,50.5847,26.3287,1,1,1
3342,3342,MPP_DEU_LocationA-44_T2038F23991_T-1,3.2,27.1303,26.7327,26.5615,-0.25,-0.2475,-0.5,1.16,0.04,78.20100000000001,28.5621,36.784,-1.0,-1.0,-1.0,-1.0,27.1904,42.8189,-1.0,-1.0,-1.0,-1.0,26.1023,-1.0,-1.0,-1.0,-1.0,3,3,3
3343,3343,MPP_DEU_LocationA-44_T2040F23805_T-1,3.2,33.4809,33.7811,34.0502,0.25,0.0,-0.0025,0.04,0.0,-1.0,78.8711,98.5863,55.2123,11.296,53.5943,-1.0,56.5759,-1.0,-1.0,-1.0,6.9359,100.8128,57.4043,-1.0,-1.0,-1.0,21.7319,5,5,5
3344,3344,MPP_DEU_LocationA-44_T2051F24055_T-1,3.2,29.5863,30.7019,32.0932,0.505,0.76,0.505,0.0,0.0,16.3704,27.8,16.684,-1.0,9.1592,85.2152,12.7013,31.239,23.375,-1.0,75.9904,6.3399,29.5278,-1.0,-1.0,-1.0,8.1641,35.247,5,5,5
3345,3345,MPP_DEU_LocationA-44_T2057F24135_T-1,3.2,34.0746,34.0901,33.5542,0.255,-0.25,-0.5075,1.36,0.0,-1.0,38.5469,14.0362,-1.0,-1.0,-1.0,17.4908,-1.0,-1.0,-1.0,-1.0,34.3965,20.4603,-1.0,-1.0,-1.0,-1.0,-1.0,2,2,2
3346,3346,MPP_DEU_LocationA-44_T207F2473_T-1,3.2,29.9039,29.9473,29.7769,0.2525,0.0,-0.2575,0.16,0.0,63.1974,-1.0,11.2212,20.0422,-1.0,-1.0,56.9707,-1.0,13.4411,19.6834,-1.0,-1.0,-1.0,20.0925,-1.0,30.1515,-1.0,-1.0,3,3,3
3347,3347,MPP_DEU_LocationA-44_T2084F24339_T-1,3.2,31.3807,31.9166,32.5354,0.5125,0.4925,0.2375,0.0,0.0,-1.0,30.5487,-1.0,-1.0,-1.0,27.7979,-1.0,38.6223,-1.0,28.4659,-1.0,45.4277,-1.0,49.9709,-1.0,24.2172,-1.0,62.7487,2,2,2
3348,3348,MPP_DEU_LocationA-44_T2100F24401_T-1,3.2,23.4751,23.7551,23.853,0.25,-0.0075,-0.0075,0.04,0.0,34.0172,-1.0,23.6919,31.737,-1.0,-1.0,25.1869,31.3036,-1.0,6.2728,32.1182,-1.0,26.2312,30.9992,14.3843,20.983,29.8137,-1.0,3,3,3
3349,3349,MPP_DEU_LocationA-44_T2110F24511_T-1,3.2,27.9347,28.5536,29.6992,0.2625,0.5,0.2575,0.0,0.0,-1.0,34.2062,6.9305,-1.0,-1.0,35.4418,33.9931,-1.0,16.3218,32.019,-1.0,42.3337,25.9743,30.8906,-1.0,-1.0,27.0786,-1.0,3,3,3
3350,3350,MPP_DEU_LocationA-44_T2115F24712_T-1,3.2,25.5513,24.9219,23.4229,0.0075,-0.7575,-1.0075,2.8,1.2,-1.0,34.9537,71.9593,-1.0,-1.0,-1.0,-1.0,35.7284,68.4,-1.0,-1.0,-1.0,67.9436,-1.0,18.6522,9.882,-1.0,33.3824,2,2,2
3351,3351,MPP_DEU_LocationA-44_T2161F24886_T-1,3.2,32.4111,32.499,32.7955,0.0075,0.25,-0.0175,0.04,0.0,39.0911,-1.0,33.1759,-1.0,65.1433,-1.0,32.2173,-1.0,-1.0,-1.0,51.4679,55.0953,36.0329,-1.0,-1.0,-1.0,26.2624,82.8144,3,3,3
3352,3352,MPP_DEU_LocationA-44_T2176F25262_T-1,3.2,27.4897,27.0232,26.3251,-0.2375,-0.51,-0.5175,3.2,1.6,-1.0,31.8808,-1.0,13.543,57.9457,13.709000000000001,-1.0,30.8567,-1.0,7.0009,54.681999999999995,19.3912,-1.0,24.7328,-1.0,28.4281,-1.0,-1.0,4,4,4
3353,3353,MPP_DEU_LocationA-44_T2202F25474_T-1,3.2,31.9068,33.0597,33.7148,1.0175,0.4975,0.2375,0.0,0.0,35.888000000000005,53.7506,7.3217,68.3691,3.8887,67.197,31.1114,56.9398,11.2306,65.6705,-1.0,11.7234,14.7011,63.9734,-1.0,-1.0,25.6814,60.178999999999995,6,6,6
3354,3354,MPP_DEU_LocationA-44_T2218F25601_T-1,3.2,35.0887,34.4102,33.42,-0.5175,-0.5,-0.7525,3.2,1.6,76.0601,53.0303,-1.0,28.1775,-1.0,-1.0,-1.0,56.9231,-1.0,25.5904,90.9754,-1.0,60.4701,59.9952,-1.0,22.0278,-1.0,-1.0,3,3,3
3355,3355,MPP_DEU_LocationA-44_T2223F25523_T-1,3.2,29.6905,30.4107,31.1045,0.75,0.5025,0.25,0.0,0.0,42.9803,-1.0,-1.0,-1.0,-1.0,-1.0,42.0725,50.4403,-1.0,-1.0,-1.0,57.4594,41.0994,50.7431,-1.0,-1.0,-1.0,67.4713,1,1,1
3356,3356,MPP_DEU_LocationA-44_T2232F25704_T-1,3.2,34.2264,34.0268,33.5156,0.01,-0.25,-0.5125,1.36,0.08,-1.0,31.0322,-1.0,-1.0,-1.0,9.7535,-1.0,29.0329,-1.0,97.8116,-1.0,23.5487,-1.0,38.2292,-1.0,27.7541,-1.0,-1.0,2,2,2
3357,3357,MPP_DEU_LocationA-44_T2236F25739_T-1,3.2,27.5553,28.7435,30.0164,0.755,0.75,0.505,0.0,0.0,46.8087,46.8008,29.5302,-1.0,57.7116,38.8106,44.8224,41.8422,40.7484,-1.0,51.9406,44.4863,52.6499,-1.0,-1.0,-1.0,42.2288,38.1155,5,5,5
3358,3358,MPP_DEU_LocationA-44_T2258F25950_T-1,3.2,24.9507,25.2716,25.3604,0.235,0.245,-0.005,0.04,0.0,26.9581,47.0522,18.2654,-1.0,-1.0,-1.0,25.8813,48.9609,18.18,54.3409,-1.0,-1.0,24.9001,50.98,18.067,44.9016,-1.0,-1.0,3,3,3
3359,3359,MPP_DEU_LocationA-44_T2262F26067_T-1,3.2,32.6031,33.4916,33.955999999999996,0.7525,0.25,-0.0125,0.04,0.0,52.5818,42.2605,49.1114,59.4862,35.106,18.4231,41.0286,45.9232,43.4874,58.8506,22.9298,32.3891,37.5601,58.3454,-1.0,-1.0,29.0591,50.3784,6,6,6
3360,3360,MPP_DEU_LocationA-44_T2266F26172_T-1,3.2,33.9308,33.31,32.65,-0.5025,-0.5,-0.5025,3.2,1.6,-1.0,62.9252,-1.0,68.8649,16.5429,56.5245,-1.0,68.8541,-1.0,66.7382,5.3074,68.2513,-1.0,74.1424,-1.0,64.2111,-1.0,11.8585,4,4,4
3361,3361,MPP_DEU_LocationA-44_T2278F26206_T-1,3.2,35.0415,35.8223,35.8648,0.7525,0.2575,-0.265,0.4,0.0,43.0502,44.0112,-1.0,-1.0,97.4875,23.1808,40.1084,47.2973,-1.0,-1.0,90.7054,39.7901,83.6022,56.6192,37.4676,49.6801,89.9319,72.4625,4,4,4
3362,3362,MPP_DEU_LocationA-44_T2283F26284_T-1,3.2,29.2768,30.1072,30.6807,0.26,0.5,-0.015,0.04,0.0,19.3215,19.3811,8.8923,37.0522,5.9076,35.3201,12.947000000000001,22.5536,17.0018,32.5507,-1.0,7.3783,26.5724,28.6913,-1.0,-1.0,6.4556,27.0427,6,6,6
3363,3363,MPP_DEU_LocationA-44_T2284F26318_T-1,3.2,28.163,27.9362,27.4357,0.0,-0.25,-0.505,1.4,0.08,-1.0,28.7024,-1.0,13.3138,-1.0,22.6293,-1.0,28.8616,-1.0,16.5965,-1.0,27.3668,-1.0,32.459,-1.0,28.2863,-1.0,-1.0,3,3,3
3364,3364,MPP_DEU_LocationA-44_T2316F26667_T-1,3.2,32.6407,32.4816,31.7161,0.0,-0.495,-0.7375,2.0,0.4,-1.0,45.1611,-1.0,-1.0,-1.0,4.331,41.49,83.7346,-1.0,-1.0,68.494,13.6713,-1.0,82.7519,-1.0,-1.0,-1.0,24.6767,2,2,2
3365,3365,MPP_DEU_LocationA-44_T232F2516_T-1,3.2,27.7824,29.3738,30.5982,1.0075,0.75,0.4875,0.0,0.0,26.3644,50.5634,-1.0,-1.0,-1.0,-1.0,20.5637,53.8243,23.6651,-1.0,-1.0,-1.0,31.3792,-1.0,79.5592,-1.0,12.988,58.7328,2,2,2
3366,3366,MPP_DEU_LocationA-44_T2373F27213_T-1,3.2,34.9064,33.7595,32.2249,-0.245,-1.0,-1.0075,3.2,1.6,-1.0,70.8715,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,54.4793,-1.0,-1.0,-1.0,-1.0,-1.0,39.7589,1,1,1
3367,3367,MPP_DEU_LocationA-44_T2386F27455_T-1,3.2,38.0191,38.0706,37.9819,0.005,-0.005,-0.2575,1.72,0.12,-1.0,-1.0,-1.0,-1.0,-1.0,23.1983,-1.0,27.6873,-1.0,-1.0,-1.0,-1.0,106.5706,31.9711,-1.0,-1.0,-1.0,-1.0,1,1,1
3368,3368,MPP_DEU_LocationA-44_T2396F27677_T-1,3.2,30.3006,31.1993,32.1036,0.75,0.7475,0.4925,0.0,0.0,42.5806,-1.0,14.4505,-1.0,-1.0,-1.0,35.9505,-1.0,22.9201,-1.0,-1.0,-1.0,30.4433,-1.0,-1.0,-1.0,28.6736,-1.0,2,2,2
3369,3369,MPP_DEU_LocationA-44_T2446F28207_T-1,3.2,31.6067,31.9366,32.1236,0.26,0.2425,-0.015,0.36,0.0,56.1801,-1.0,30.5338,-1.0,-1.0,-1.0,44.95399999999999,53.2471,28.1736,77.2525,-1.0,-1.0,25.6624,77.1569,-1.0,-1.0,33.6376,55.5691,2,2,2
3370,3370,MPP_DEU_LocationA-44_T2487F28827_T-1,3.2,34.0237,33.2468,32.3136,-0.4975,-0.75,-0.755,3.2,1.6,-1.0,39.1006,-1.0,-1.0,-1.0,12.0162,-1.0,34.5662,-1.0,-1.0,-1.0,15.5937,-1.0,18.4017,-1.0,30.7828,-1.0,74.3115,2,2,2
3371,3371,MPP_DEU_LocationA-44_T2492F28949_T-1,3.2,32.2345,31.1018,29.8315,-0.5,-0.75,-1.0025,3.2,1.6,-1.0,32.3715,-1.0,-1.0,42.2821,17.0961,38.8699,16.8073,-1.0,25.6864,11.2912,-1.0,-1.0,16.3577,-1.0,16.9771,-1.0,5.3964,3,3,3
3372,3372,MPP_DEU_LocationA-44_T2498F29014_T-1,3.2,33.0,32.7501,32.1702,-0.25,-0.25,-0.5,1.96,0.36,84.5701,69.6902,-1.0,26.3199,-1.0,22.2739,80.1104,75.67,-1.0,21.3759,-1.0,37.2017,-1.0,81.5202,-1.0,16.2581,-1.0,51.9381,4,4,4
3373,3373,MPP_DEU_LocationA-44_T249F2793_T-1,3.2,34.3951,34.6045,33.7263,0.5025,-0.25,-0.76,1.76,0.16,-1.0,30.7439,38.7348,-1.0,-1.0,73.4573,36.8881,-1.0,-1.0,-1.0,-1.0,20.7457,35.2076,-1.0,-1.0,-1.0,-1.0,10.3657,3,3,3
3374,3374,MPP_DEU_LocationA-44_T2525F29134_T-1,3.2,34.2258,34.9187,35.2541,0.51,0.245,-0.005,0.04,0.0,39.324,90.3528,14.1063,41.4954,66.7884,36.8058,34.0255,96.6211,17.5251,40.4016,52.6417,54.0864,21.2328,39.1836,-1.0,-1.0,26.2332,102.9814,6,6,6
3375,3375,MPP_DEU_LocationA-44_T257F2892_T-1,3.2,33.3103,34.082,34.5467,0.5,0.25,0.005,0.0,0.0,73.623,95.581,39.0424,16.1292,-1.0,16.2378,73.3914,92.8201,51.5647,9.2351,-1.0,31.4953,73.2105,89.6623,64.0327,4.8449,-1.0,47.626000000000005,5,5,5
3376,3376,MPP_DEU_LocationA-44_T267F2945_T-1,3.2,34.3877,35.1037,35.3843,0.2675,0.49,-0.02,0.32,0.0,11.5109,59.22,11.9333,76.1101,-1.0,29.0229,17.3583,72.2386,-1.0,-1.0,-1.0,40.6517,22.0295,71.28,-1.0,-1.0,-1.0,5.2419,5,5,5
3377,3377,MPP_DEU_LocationA-44_T271F3018_T-1,3.2,39.4829,39.2399,37.6469,0.5025,-0.75,-1.255,2.36,0.76,-1.0,54.4132,49.4579,22.045,-1.0,18.2772,42.542,29.3126,-1.0,-1.0,-1.0,41.9903,37.2245,34.9719,-1.0,-1.0,-1.0,30.9347,4,4,4
3378,3378,MPP_DEU_LocationA-44_T27F197_T-1,3.2,37.4601,36.6608,35.652,-0.495,-0.505,-0.7625,3.2,1.6,-1.0,72.7104,-1.0,-1.0,40.8025,18.0683,-1.0,70.4938,-1.0,-1.0,39.3239,24.6508,38.1125,30.7047,-1.0,67.4763,14.9241,72.6528,3,3,3
3379,3379,MPP_DEU_LocationA-44_T299F3226_T-1,3.2,35.0382,35.5934,36.1219,0.245,0.25,0.245,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,72.9652,-1.0,26.8753,25.9601,-1.0,-1.0,91.0841,-1.0,26.3715,8.7575,108.1544,0,0,0
3380,3380,MPP_DEU_LocationA-44_T311F3470_T-1,3.2,28.9352,30.3713,31.9756,1.005,0.995,0.7475,0.0,0.0,46.7654,25.0958,73.2966,24.2356,-1.0,-1.0,38.7732,28.5446,67.6159,22.2396,-1.0,-1.0,59.9401,23.6007,-1.0,50.7338,29.123,33.1044,4,4,4
3381,3381,MPP_DEU_LocationA-44_T312F3609_T-1,3.2,29.5567,30.0868,30.7439,0.25,0.5,0.245,0.0,0.0,52.8582,-1.0,12.8141,20.2247,-1.0,-1.0,46.2919,-1.0,15.3594,17.89,-1.0,-1.0,18.0605,17.5469,21.2291,6.9553,-1.0,-1.0,3,3,3
3382,3382,MPP_DEU_LocationA-44_T31F191_T-1,3.2,34.027,34.3003,34.5769,0.26,0.25,-0.015,0.04,0.0,-1.0,34.5944,8.8655,58.0977,-1.0,13.8641,15.2554,51.5502,-1.0,-1.0,-1.0,26.0883,21.0623,47.2004,-1.0,-1.0,-1.0,17.1313,4,4,4
3383,3383,MPP_DEU_LocationA-44_T329F3753_T-1,3.2,32.4499,32.23,31.5601,-0.0125,-0.25,-0.5025,3.2,1.6,-1.0,28.0609,-1.0,32.9048,-1.0,51.5181,27.9961,45.3302,65.7669,27.5212,-1.0,64.5843,27.9609,56.1,70.2953,20.6767,-1.0,77.2116,3,3,3
3384,3384,MPP_DEU_LocationA-44_T345F3919_T-1,3.2,24.98,25.3201,25.52,0.25,0.0,-0.0025,0.04,0.0,55.3706,38.9439,40.4396,-1.0,-1.0,-1.0,54.8125,41.6356,41.5952,-1.0,-1.0,-1.0,54.2828,44.206,42.8066,70.7753,-1.0,-1.0,3,3,3
3385,3385,MPP_DEU_LocationA-44_T370F4076_T-1,3.2,33.53,32.03,30.33,-0.75,-1.0,-1.25,3.2,1.6,98.2609,64.34100000000001,-1.0,34.9684,17.8801,28.9152,86.8203,59.7814,-1.0,33.7408,5.2179,41.6468,76.8801,53.442,-1.0,23.3742,38.330999999999996,9.5602,5,5,5
3386,3386,MPP_DEU_LocationA-44_T376F4224_T-1,3.2,33.9202,33.223,31.9568,-0.25,-0.745,-1.0,3.2,1.6,-1.0,39.3868,88.3771,-1.0,-1.0,15.6941,-1.0,30.2311,38.3693,-1.0,-1.0,5.1385,42.2799,23.7903,-1.0,-1.0,-1.0,66.4615,3,3,3
3387,3387,MPP_DEU_LocationA-44_T384F4204_T-1,3.2,32.7314,33.19,33.55,0.2475,0.25,0.0,0.0,0.0,50.5834,27.2252,74.0664,51.4716,50.7674,31.0979,48.4017,31.8609,80.9021,52.3741,37.7799,45.3861,46.2621,35.3701,86.6088,53.1395,24.6273,60.0414,6,6,6
3388,3388,MPP_DEU_LocationA-44_T399F4486_T-1,3.2,26.7519,28.046999999999997,29.3701,0.76,0.76,0.51,0.0,0.0,17.2713,43.39,4.1894,34.6341,32.0831,39.1071,15.3893,48.3911,10.5212,26.7128,25.8993,45.9256,17.6086,21.4288,-1.0,-1.0,12.2759,53.941,6,6,6
3389,3389,MPP_DEU_LocationA-44_T416F4604_T-1,3.2,28.4125,29.8654,31.3561,0.7575,0.7575,0.7375,0.0,0.0,12.815999999999999,-1.0,9.807,32.9727,81.3532,4.5225,8.7974,-1.0,14.5067,32.1698,72.9202,10.6608,19.3448,31.9508,-1.0,-1.0,4.335,-1.0,5,5,5
3390,3390,MPP_DEU_LocationA-44_T468F4996_T-1,3.2,28.9073,29.1838,29.2704,-0.005,-0.005,-0.005,0.16,0.0,-1.0,46.9966,76.3394,45.5351,-1.0,-1.0,-1.0,56.5234,81.8003,44.8508,-1.0,-1.0,-1.0,65.9104,86.7502,42.3219,-1.0,-1.0,3,3,3
3391,3391,MPP_DEU_LocationA-44_T482F5040_T-1,3.2,35.1007,35.7549,35.5814,0.5025,0.25,-0.255,0.76,0.0,36.9622,-1.0,46.2351,-1.0,48.605,-1.0,30.2702,-1.0,48.2004,36.1739,29.4459,90.0402,25.0818,-1.0,50.7054,34.2773,11.2004,-1.0,3,3,3
3392,3392,MPP_DEU_LocationA-44_T483F5199_T-1,3.2,26.4385,27.3438,28.4077,0.27,0.75,0.27,0.0,0.0,-1.0,16.0938,5.5149,-1.0,-1.0,8.4376,11.3357,-1.0,-1.0,-1.0,-1.0,14.2407,16.5916,-1.0,-1.0,-1.0,-1.0,11.0237,3,3,3
